,cust_index,Title,Author,Summary
2813,2813,Missing: Khiruna,Walks-Softly,Help finding a missing person
2814,2814,Mission to Vivec -- from Caius,Caius Cosades,A detail mission letter for the future Nerevarine when he had to collect information about Sixth House Cult and Nerevarine Cult in Vivec.
2815,2815,Missive from Cyrodiil,Javad Tharn,
2816,2816,Missive from the Mages Guild,The Wayrest Mages Guild,A request for a certain type of stones
2817,2817,Missive to Alchemist,Anonymous,
2818,2818,Mistress Dratha's Journal,Mistress Dratha,The Telvanni mistress seeks competent help to deal with a Daedra
2819,2819,Mixed Unit Tactics,Codus Callonus,This is a book about the Khajiiti strategies during the Five Years War
2820,2820,Modern Day Bretons: Man or Mer?,Filibert Beauchamp,
2821,2821,Modern Heretics,Haderus of Gottlesfont,This is a rare book containing Haderus of Gottlesfont's research on Daedra worship in Cyrodiil.
2822,2822,Mogrul's Orders,Mogrul,The moneylender wants his money back.
2823,2823,Mojha is a Fool,Anonymous,
2824,2824,Molag Mar Tax Records,Anonymous,
2825,2825,Moldy Journal,Anonymous,
2826,2826,Molith the Mudcrab,Anonymous,
2827,2827,Monsters of Northern Folklore,Minerva Calo,"Three accounts of the mysterious ""snow ghosts"" who plauge Nords"
2828,2828,Montclair Assassin's Orders,Anonymous,
2829,2829,Monument Inn,Anonymous,
2830,2830,Monument Lighthouse,Anonymous,
2831,2831,Moon Worship among the Cat-Men,Cirantille,Outsider's description of the Lunar Lattice
2832,2832,Moon-Sugar for Glossy Fur? Yes!,"Rathuni-la Dawnwhisker, Daughter of Azurah",Tired of those split ends and that scraggly coat? Good news!
2833,2833,Moon-Sugar in the March,Anonymous,A fragmentary description of Moon Sugar in Reaper's March
2834,2834,Moon-Sugar Plans,Anonymous,Distribution of a wealth of Moon-Sugar
2835,2835,Moon-Sugar: A Better Plan,Anonymous,An alternate plan for making even more money from some good Moon-Sugar
2836,2836,Moon-Sugar: A Report,Cornelius Clanius,An agent of the Imperial Trade Service fervently advocates banning Moon-Sugar
2837,2837,Mora'at's Theory of Lightning,Mora'at the Lesser,A Khajiit mage's research on lightning and shock spells
2838,2838,More Scorions,Anonymous,Notes on working on teh Scorions
2839,2839,Morgaulle Dechery's Journal,Anonymous,A journal mentioning King Jolie and diplomacy with Redguards
2840,2840,Morilatta,Anonymous,Yet another rather grim poem
2841,2841,Morkuldin's Final Delivery,Anonymous,Manifest of a grim delivery
2842,2842,"Morrowind Fauna, Part One",Holia Asellio,Descriptions of some of the creatures of Morrowind
2843,2843,Morrowind Needs You!,Anonymous,Adventure awaits in Vvardenfell
2844,2844,Mossy Note,Anonymous,Tried to find someone and died in the attempt
2845,2845,Mottos of the Dunmeri Great Houses,Vilyn Girith,Mottos and patron saints of the Great Houses
2846,2846,Mourning Springs Burial Rites,Anonymous,Instructions on proper burial
2847,2847,Mudcrab Order Request,Master Chef He-Cuts-the-Flesh,
2848,2848,Murder of Crows Clue,Anonymous,
2849,2849,Murky Time,Teldenrinde,Study of Argonian perception of time
2850,2850,Murshez Is Dead,Gordonkha the Shark,Report of a partner's passing
2851,2851,Museum Guild Letter,Romana,A letter about a mueseum guild
2852,2852,Museum Pamphlet,Silus Vesuius,Advertisement for the Museum of the Mythic Dawn in Dawnstar
2853,2853,Mustn't Forget,Anonymous,
2854,2854,My Dear Vanessa,Davin,A letter from a lumberjack to his love
2855,2855,My Dearest Love,Neeti-Ma,A runaway slave's loveletter
2856,2856,My Golden Child,Anonymous,A secret message from a ring of slavers
2857,2857,My Journal,Anonymous,Journal of the frozen man of Bleakrock
2858,2858,My Kwama Journal,Anonymous,One person becomes insane in a Kwama mine
2859,2859,My Kwama Journal (2),Anonymous,One Dunmer admires Kwama
2860,2860,My Little Present,Headman Cosh,
2861,2861,My Sweet Flower,X,An anonymous love note
2862,2862,Mysteries of the Eltheric Ammonite,Kaladiran,
2863,2863,Mysterious Akavir,Anonymous,This book describes the inhabitants of the continent called Akavir.
2864,2864,Mysterious Altar,Rulnik Wind-Strider,Note about an altar in the woods
2865,2865,Mysterious Note,The Gray Fox,A mysterious note from the Gray Fox.
2866,2866,Mysterious Note,Delphine,Instructions to the Dragonborn.
2867,2867,Mysterious Note [Staff of Sheogorath],Sheogorath,An offer from Sheogorath
2868,2868,Mysterious Note [Vigil Enforcer],Anonymous,A request for meeting
2869,2869,Mysterious Notes,Anonymous,A series of riddles.
2870,2870,Mysterious Ore Notes,Anonymous,
2871,2871,Mysterium Xarxes,Mehrunes Dagon,"Supposedly a book Dagon wrote ""in the deserts of rust and wounds""."
2872,2872,Mysterium Xarxes,Anonymous,A fragment of the Mysterium Xarxes.
2873,2873,Mystery of Talara,Mera Llykith,The classic story about political intrigue in the royal family of Camlorn.
2874,2874,Mystery of the Chub Loon,Anonymous,The mystery of Tamriel's penguins
2875,2875,Mystic Visions of the Guardians,Anonymous,Cryptic musings surrounding the constellations of Nirn
2876,2876,Mysticism: The Unfathomable Voyage,Tetronius Lor,"Tells about the origins of the magic school of Mysticism, which lies in the Psijic teachings."
2877,2877,Mysticism: The Unfathomable Voyage,Tetronius Lor,A look at Mysticism and the Psijic Order.
2878,2878,Myth or Menace?,Anonymous,Does a Thieves Guild really exist in Cyrodiil?
2879,2879,Mythic Dawn Commentaries,Mankar Camoran,"Messages to the Mythic Dawn from their leader, Mankar Camoran."
2880,2880,Mythic Dawn Orders,Vonos,Orders for the mythic dawn
2881,2881,"Mythical Beast, Real Powers","By Drusus Ovicula, Proctor of the Imperial Library",Notes on Dragon Knight abilities
2882,2882,Myths and Legends of the Hist,Overview of the Hist from an Imperial perspective,Cirantille
2883,2883,Myths of  Sheogorath,Mymophonus,"Stories of Sheogorath's wacky antics, including the invention of music and the murder of a king."
2884,2884,Mzinchaleft Guard's Notice,Anonymous,Someone doesn't want to be disturbed.
2885,2885,Mzinchaleft Work Order,Maluril Ferano,Artifacts for coin.
2886,2886,Mzulft Researcher's Journal,Anonymous,Research papers on a Dwemer ruin
2887,2887,N'Gasta! Kvata! Kvakis!,Anonymous,The ramblings of the vile Sload Necromancer.
2888,2888,N'Gasta's Necromancy Book,N'Gasta,N'Gasta Necromantic book. Contains Daedric writing.
2889,2889,Na-Kesh's Journal,Tree-Minder Na-Kesh,A power-hungry Tree-Minder explains the powers of the Hist sap found at Mazzatun
2890,2890,Naara's Journal,Naara,Journal about how to solve a puzzle
2891,2891,Naara's Plea,Naara,Plea for help
2892,2892,Nadafa's Journal,Anonymous,Nadafa falls for a pale stranger
2893,2893,Nadine's Diary,Nadine,Charles may not be coming home
2894,2894,Nahirah's Journal,Anonymous,One caregiver is concerned about a young Redguard devotee of magicka
2895,2895,Najan's Journal,Anonymous,A goat herder falls in love with a spirit
2896,2896,Naliara's Notes,Anonymous,
2897,2897,"Names, Names, Names!",Anonymous,Some potential rogue names
2898,2898,Namira's Dance,Gemma Pamphelius,Observations about Reachmen ritual
2899,2899,Namlir's Shivering Bestiary,Namlir Esprink,A bestiary of Shivering Isles.
2900,2900,Naril Nagaia Journal,Anonymous,A researcher of Ayleids is confronted with an ultimatum
2901,2901,Naril's Note: Simulated Sunlight,Naril,Notes on attempting to create an artificial source of light for agriculture in the Clockwork City
2902,2902,Naril's Note: Success Out of Tragedy,Naril,"An artificial sun is created, but at great cost"
2903,2903,Naril's Notes: Early Experiments,Naril,Notes no developing aquaponics in the Clockwork City
2904,2904,Naril's Notes: Origins,Naril,A brief journal on attempts to cultivate food in the Clockwork City
2905,2905,Narnolas' Notes,Anonymous,Notes about unique Dark Anchors
2906,2906,Narsis Dren and the Cursed Coffin,Narsis Dren,"The ""famous"" explorer finds himself sealed in a sarcophagus, again"
2907,2907,Narsis Dren and the Lost Notebook,Narsis Dren,"A ""famous"" explorer find trouble in a Nordic burial far from Skyrim"
2908,2908,Nchunak's Fire and Faith,Anonymous,Tells of Nchunak's journey's amongst the Dwemer and his attempts to understand the teachings of Kagrenac.
2909,2909,Ne Salas: Need Reinforcements,Thaendil,
2910,2910,Necessities for Successful Negotiations,Oberelle Petit,Basic tips to ensure successful meetings
2911,2911,Necromancer's Diary,Anonymous,A necromancer's journal
2912,2912,Necromancer's Journal,Anonymous,
2913,2913,Necromancer's Journal [Bone Wolf],Anonymous,Necromancer's plan to control bone wolves
2914,2914,Necromancer's Journal [Plague of the Dead],Anonymous,Tells of the discovery of the Conjure Zombie spell tome.
2915,2915,Necromancer's Letter,Anonymous,Reports the successful takeover of Fort Snowhawk.
2916,2916,Necromancer's Moon,Anonymous,This is a message to the necromancers of Nirn.
2917,2917,Necromancers: A Report for the Queen,Zumog Phoom,Euraxia's chief necromancer reports on the progress of their evil plans
2918,2918,Necromancy in Modern Tamriel,Wafimeles Masteret (Lorekeeper),A description of increased Necromancer activity
2919,2919,Necromancy: The Great Debate,Anonymous,Angry rantings of a Necromancer
2920,2920,Nedes of the Deathlands,Argus Mender,A research paper surrounding the possible presence of Nedic civilizations in Hammerfell
2921,2921,Nedic Dueling Swords,Anonymous,A plaque describing two Nedic swords
2922,2922,Nedras' Journal,Anonymous,
2923,2923,Need More Animus Geodes,Felra,
2924,2924,Neelo's Notes,Neelo,An Argonian attempts to scry for an artefact
2925,2925,Nel the Orphan,Anonymous,
2926,2926,Nel's Hidden Loves,Anonymous,"Clues to finding hidden musical instruments, in the form of a song"
2927,2927,Nelfthea's Warning,Nelfthea,
2928,2928,Nellor's Bandit Connection,M,
2929,2929,Neminda's Orders,Nileno Dorvayn,"Encoded orders, given to you as part of a quest for House Hlaalu."
2930,2930,Nepo's Journal,Nepo the Nose,Diary of an old man who has served the Foresworn cause all his life.
2931,2931,Neramo's Journal,Neramo,Journal of the scholar/explorer Neramo
2932,2932,Nerevar at Red Mountain,Tribunal Temple,A top secret document about the events at Red Mountain from the Ashlander point of view.
2933,2933,Nerevar Moon and Star,Anonymous,Imperial note about Ashlander legends.
2934,2934,Nerevar the Captain,Anonymous,A plaque honoring Nerevar
2935,2935,Nerevarine Cult Notes,Sharn gra-Muzgob,Notes from Sharn gra-Muzgob to Caius Cosades regarding the Ashlander Cult of the Nerevarine.
2936,2936,Neronnir's Journal,Neronnir,Neronnir's paranoid ramblings
2937,2937,Nerulean's Guide to Phantoms Vol. II,Nerulean,Creepy story about a spirit that haunts dishonest merchants
2938,2938,Netches! Netches! All Around!,Anonymous,A cute rhyme about netches
2939,2939,Netherroot Notes,Anonymous,"Notes on this herb, required for harrowstorms"
2940,2940,Nettira's Journal,Anonymous,
2941,2941,Nevena's Diary,Nevena,"A novice historian studies an old, mysterious statuette"
2942,2942,New Cult or Ancient Religion?,Sulema,Quick overview of the Temple of the New Moon
2943,2943,New Moon Obligations,Zakarr,Guidelines for this new religious order
2944,2944,New Opportunities,Virian,Virian has a name for Verill
2945,2945,New Solution Instructions,Mazog,Updated recipe for stonemelt potion
2946,2946,Nicolard Lia's Journal,Nicolard Lia,An explorer stumbles onto ancient Nedic ruins while searching for a place to sleep
2947,2947,Nicolard's Note to Self,Nicolard,A researcher vows to sleep better
2948,2948,Nicolard's Notes on Ruin Origins,Nicolard,"Ideas on the nature of an ancient Nedic ruin termed ""Bloodroot"""
2949,2949,Nicolard's Notes on the Forge,Nicolard,Ideas about a massive chamber which might be a forge
2950,2950,Nicolene's Diary (Private!),Nicolene,Don't you dare click that link! This is PRIVATE!
2951,2951,Night Falls on Sentinel,Boali,An assassin tells of how he removed the crown prince of Sentinel.
2952,2952,Night of Tears,Dranor Seleth,Exploration of the Elves' attack on Saarthal.
2953,2953,Night Runner Captain's Journal,Anonymous,Smugglers join forces with a Sea Sload
2954,2954,Nightgate Inn Patron's Note,Anonymous,Note about the quality of the inn
2955,2955,Nikussha's Research Note 1,Nikussha,An alchemist from Black Marsh tries to save a town in Elsweyr
2956,2956,Nikussha's Research Note 2,Nikussha,A Nereid bestows healing powers on the water around her
2957,2957,Nikussha's Research Note 3,Nikussha,An attempt at healing goes horribly wrong
2958,2958,Nilaendril's Notes,Anonymous,Description of a recently deceased person
2959,2959,Nilata Search Plan,Anonymous,An elaborate list of strange things
2960,2960,Nimriell's Research,Nimriell,Research notes on Kwama
2961,2961,Nine Commands of the Eight ...,Anonymous,"An angry, bitter note from a person who lost faith"
2962,2962,Nine Commands of the Eight Divines,Anonymous,Expectations of the gods for their mortal followers
2963,2963,Nirncrux: A Study,Mendan Flot,"A summary on the sources, production and applications of Nirncrux."
2964,2964,Nirnroot Missive,Anonymous,This document discuss the history and possible future of Nirnroot.
2965,2965,Nirwaen's Diary,Nirwaen,Falinseti walks
2966,2966,Nisaazda's Journal,Nisaazda,Preparations to consume a vial of dragon's blood
2967,2967,Nishzo's Journal,Nishzo,
2968,2968,Nivenor's Journal,Nivenor,Journal describing Nivenor's disdain for adopting a child
2969,2969,Nix-Hounds: A Manual for New Owners,Anonymous,A guide on how to train and care for nix-hounds.
2970,2970,No Admittance - This Means You,Anonymous,A warning about a Giant's lair
2971,2971,"No Fuss, No Rush",Old Sculler,Larceny tips from an old thief
2972,2972,No More Shipments From Sentinel,The Management,Scorpions are interfering with privy matters
2973,2973,No Passing Through Here,Anonymous,Another warning of the giant's lair
2974,2974,No Praise for False Gods,Anonymous,An anti-Tribunal pamphlet
2975,2975,No Quarantine for Us,Anonymous,A defiant journal from a plague survivor
2976,2976,No Reason to Worry,R,
2977,2977,"No Shira, No Good!",Anonymous,Pirates try to make No Shira Citadel their new hideout
2978,2978,No Significant Danger,Quintus Verres,
2979,2979,No Trespassing,The Imperial Archeological Society,Bares entry to a Dwemeri site
2980,2980,No Word Yet,Athel Newberry,Response to request of information about parents.
2981,2981,No-h's Picture Book of Wood,Anonymous,"Strange book, found in an abandoned shack, somewhere in Bitter Coast Region."
2982,2982,Nobility in Theft,Zizar-Dar,A Treatise on Conscientious Larceny
2983,2983,Noble Ranks and Titles,Hercian,
2984,2984,Noes on Tamed Rabbit,Anonymous,How an Alchemist tamed a rabbit
2985,2985,Nolonir's Journal,Nolonir,Journal of a Necromancer
2986,2986,Non-Standard Techniques,Gabrielle Benele,One rather unorthodox method of warfare
2987,2987,Noordigloop the Clog,Anonymous,A researcher writes about an extra special blob of sewer slime
2988,2988,Nord Armorers and Armsmen,Anonymous,A treatise on Nord smithing
2989,2989,Nord Child's Journal,Anonymous,A childs journal
2990,2990,Nord Cuisine: Savory Edition,Gilbard Bacqure,A guide to the meats and stews of traditional Nordic cuisine
2991,2991,Nord Cuisine: Sweets Edition,Gilbard Bacqure,A guide to the deserts of Skyrim
2992,2992,Nord Soldier's Journal,Anonymous,A Nord soldier experiences strange earthquakes
2993,2993,Nord War Song,Anonymous,
2994,2994,Nords Arise!,Anonymous,A pro-stormcloak pamphlet.
2995,2995,Nords of Skyrim,Hrothmund Wolf-Heart,Exults the Nord race and all its accomplishments.
2996,2996,Norgorgol's Journal,Norgorgol,Bandits get trapped in a Nedic ruin
2997,2997,Northern Heartlands Journal,Anonymous,
2998,2998,Northglen Farm Opportunities,Anonymous,A flyer advertising job opportunities on a farm
2999,2999,"Northpoint, An Assessment","Chancellor Regina Troivois, the Department of Interior Affairs",Report on the city of Northpoint and persons of interest
